
-0.050 0.010 0.000 0.000 277.000 30.000 1523.123 1501.350
-0.040 0.010 0.000 0.000 339.000 33.000 1609.418 1564.590
-0.030 0.010 0.000 0.000 227.000 32.000 1661.946 1669.310
-0.020 0.010 0.000 0.000 208.000 37.000 1700.822 1668.070
-0.010 0.010 0.000 0.000 308.000 33.000 1722.671 1700.390
0.000 0.010 0.000 0.000 572.000 27.000 1733.224 1709.050
0.010 0.010 0.000 0.000 400.000 28.000 1744.254 1707.700
0.020 0.010 0.000 0.000 478.000 31.000 1718.783 1680.320
0.030 0.010 0.000 0.000 711.000 27.000 1694.803 1649.260
0.040 0.010 0.000 0.000 475.000 31.000 1649.679 1614.290
0.050 0.010 0.000 0.000 374.000 32.000 1605.920 1559.110
0.050 0.020 0.000 0.000 535.000 36.000 1618.001 1542.930
0.040 0.020 0.000 0.000 346.000 29.000 1661.269 1599.460
0.030 0.020 0.000 0.000 274.000 33.000 1704.301 1665.600
0.020 0.020 0.000 0.000 430.000 31.000 1728.313 1688.200
0.010 0.020 0.000 0.000 203.000 32.000 1730.292 1664.730
0.000 0.020 0.000 0.000 283.000 30.000 1737.296 1719.950
-0.010 0.020 0.000 0.000 240.000 29.000 1729.743 1673.750
-0.020 0.020 0.000 0.000 227.000 29.000 1687.207 1688.040
-0.030 0.020 0.000 0.000 290.000 31.000 1635.589 1605.320
-0.040 0.020 0.000 0.000 307.000 31.000 1563.802 1531.720
-0.050 0.020 0.000 0.000 194.000 32.000 1457.284 1451.370
-0.050 0.030 0.000 0.000 277.000 28.000 1398.147 1364.010
-0.040 0.030 0.000 0.000 268.000 32.000 1480.127 1464.830
-0.030 0.030 0.000 0.000 294.000 28.000 1560.026 1538.910
-0.020 0.030 0.000 0.000 184.000 30.000 1634.826 1627.520
-0.010 0.030 0.000 0.000 267.000 31.000 1698.376 1687.650
0.000 0.030 0.000 0.000 329.000 26.000 1717.276 1696.000
0.010 0.030 0.000 0.000 412.000 41.000 1741.346 1715.410
0.020 0.030 0.000 0.000 422.000 30.000 1758.083 1738.050
0.030 0.030 0.000 0.000 263.000 29.000 1745.696 1708.500
0.040 0.030 0.000 0.000 359.000 32.000 1730.921 1679.610
0.050 0.030 0.000 0.000 397.000 37.000 1696.365 1652.020
0.050 0.040 0.000 0.000 385.000 27.000 1706.363 1633.410
0.040 0.040 0.000 0.000 408.000 30.000 1722.929 1679.930
0.030 0.040 0.000 0.000 186.000 31.000 1742.955 1714.280
0.020 0.040 0.000 0.000 286.000 30.000 1744.288 1729.480
0.010 0.040 0.000 0.000 375.000 27.000 1738.474 1723.300
0.000 0.040 0.000 0.000 350.000 27.000 1721.041 1703.250
-0.010 0.040 0.000 0.000 183.000 28.000 1673.704 1624.190
-0.020 0.040 0.000 0.000 190.000 25.000 1603.688 1564.350
-0.030 0.040 0.000 0.000 222.000 28.000 1535.021 1519.620
-0.040 0.040 0.000 0.000 180.000 31.000 1428.599 1369.710
-0.050 0.040 0.000 0.000 163.000 33.000 1303.613 1262.880
-0.050 0.050 0.000 0.000 148.000 30.000 1212.352 1197.380
-0.040 0.050 0.000 0.000 214.000 27.000 1345.671 1324.740
-0.030 0.050 0.000 0.000 181.000 28.000 1444.687 1382.650
-0.020 0.050 0.000 0.000 213.000 28.000 1529.987 1504.990
-0.010 0.050 0.000 0.000 225.000 24.000 1586.703 1550.070
0.000 0.050 0.000 0.000 383.000 27.000 1660.177 1622.530
0.010 0.050 0.000 0.000 291.000 30.000 1685.128 1678.630
0.020 0.050 0.000 0.000 419.000 29.000 1714.919 1677.470
0.030 0.050 0.000 0.000 266.000 23.000 1730.953 1706.830
0.040 0.050 0.000 0.000 322.000 31.000 1737.512 1687.750
0.050 0.050 0.000 0.000 254.000 24.000 1706.037 1657.340
