-0.050 -0.050 216.370
-0.040 -0.050 206.310
-0.030 -0.050 194.630
-0.020 -0.050 175.010
-0.010 -0.050 174.460
0.000 -0.050 175.260
0.010 -0.050 103.630
0.020 -0.050 81.830
0.030 -0.050 82.820
0.040 -0.050 80.410
0.050 -0.050 80.690
0.050 -0.040 86.870
0.040 -0.040 88.680
0.030 -0.040 92.990
0.020 -0.040 90.020
0.010 -0.040 87.800
0.000 -0.040 96.850
-0.010 -0.040 92.670
-0.020 -0.040 95.640
-0.030 -0.040 93.840
-0.040 -0.040 89.860
-0.050 -0.040 98.380
-0.050 -0.030 99.920
-0.040 -0.030 96.580
-0.030 -0.030 94.830
-0.020 -0.030 96.680
-0.010 -0.030 97.770
0.000 -0.030 89.270
0.010 -0.030 101.090
0.020 -0.030 94.160
0.030 -0.030 91.850
0.040 -0.030 93.040
0.050 -0.030 87.260
0.050 -0.020 91.920
0.040 -0.020 96.530
0.030 -0.020 94.900
0.020 -0.020 98.500
0.010 -0.020 98.680
0.000 -0.020 104.150
-0.010 -0.020 102.240
-0.020 -0.020 105.260
-0.030 -0.020 99.260
-0.040 -0.020 106.930
-0.050 -0.020 111.260
-0.050 -0.010 107.490
-0.040 -0.010 105.480
-0.030 -0.010 99.320
-0.020 -0.010 97.390
-0.010 -0.010 97.260
0.000 -0.010 95.960
0.010 -0.010 94.420
0.020 -0.010 99.470
0.030 -0.010 96.450
0.040 -0.010 98.650
0.050 -0.010 91.040
0.050 0.000 99.440
0.040 0.000 102.090
0.030 0.000 102.540
0.020 0.000 101.130
0.010 0.000 106.570
0.000 0.000 107.710
-0.010 0.000 98.000
-0.020 0.000 105.160
-0.030 0.000 107.130
-0.040 0.000 108.460
-0.050 0.000 113.620
-0.050 0.010 117.030
-0.040 0.010 121.300
-0.030 0.010 121.710
-0.020 0.010 112.020
-0.010 0.010 110.290
0.000 0.010 113.070
0.010 0.010 109.580
0.020 0.010 106.200
0.030 0.010 104.730
0.040 0.010 107.900
0.050 0.010 104.670
0.050 0.020 108.750
0.040 0.020 111.450
0.030 0.020 111.570
0.020 0.020 115.090
0.010 0.020 115.650
0.000 0.020 111.750
-0.010 0.020 115.510
-0.020 0.020 118.350
-0.030 0.020 118.650
-0.040 0.020 124.050
-0.050 0.020 129.480
-0.050 0.030 127.330
-0.040 0.030 128.610
-0.030 0.030 127.540
-0.020 0.030 121.510
-0.010 0.030 123.550
0.000 0.030 118.780
0.010 0.030 115.390
0.020 0.030 120.580
0.030 0.030 111.260
0.040 0.030 114.490
0.050 0.030 105.280
0.050 0.040 104.660
0.040 0.040 111.860
0.030 0.040 115.450
0.020 0.040 116.080
0.010 0.040 116.130
0.000 0.040 116.450
-0.010 0.040 122.000
-0.020 0.040 128.240
-0.030 0.040 135.240
-0.040 0.040 138.800
-0.050 0.040 135.760
-0.050 0.050 140.810
-0.040 0.050 137.390
-0.030 0.050 141.990
-0.020 0.050 137.550
-0.010 0.050 135.850
0.000 0.050 129.420
0.010 0.050 128.270
0.020 0.050 125.150
0.030 0.050 119.840
0.040 0.050 112.310
0.050 0.050 113.220
