-0.060 -0.060 0.000 0.000 247.173 33.900 1755.970 1688.930
-0.040 -0.060 0.000 0.000 268.467 51.400 1928.620 1829.860
-0.020 -0.060 0.000 0.000 384.837 44.500 2027.524 1852.730
0.000 -0.060 0.000 0.000 354.143 39.100 2098.476 1808.060
0.020 -0.060 0.000 0.000 204.970 39.000 1985.246 1748.920
0.040 -0.060 0.000 0.000 229.280 58.000 1809.382 1603.100
0.060 -0.060 0.000 0.000 349.643 52.700 1676.074 1401.170
0.060 -0.040 0.000 0.000 524.637 33.500 1889.228 1587.300
0.040 -0.040 0.000 0.000 355.180 43.700 1986.272 1723.000
0.020 -0.040 0.000 0.000 348.157 48.800 1942.430 1833.300
0.000 -0.040 0.000 0.000 288.143 60.200 2014.768 1891.200
-0.020 -0.040 0.000 0.000 228.523 58.000 1952.200 1892.670
-0.040 -0.040 0.000 0.000 250.443 46.900 1839.826 1782.660
-0.060 -0.040 0.000 0.000 205.313 49.700 1574.470 1554.900
-0.060 -0.020 0.000 0.000 213.617 68.800 1463.268 1455.680
-0.040 -0.020 0.000 0.000 201.940 45.600 1726.374 1728.270
-0.020 -0.020 0.000 0.000 233.023 55.100 1899.602 1877.210
0.000 -0.020 0.000 0.000 214.697 54.900 2027.850 1937.610
0.020 -0.020 0.000 0.000 344.153 56.500 2015.794 1972.460
0.040 -0.020 0.000 0.000 423.803 51.900 1994.878 1850.780
0.060 -0.020 0.000 0.000 392.637 50.800 1908.128 1785.700
0.060 0.000 0.000 0.000 273.040 51.500 1984.912 1839.500
0.040 0.000 0.000 0.000 190.030 52.300 2023.628 1944.350
0.020 0.000 0.000 0.000 126.567 49.900 2017.822 2042.930
0.000 0.000 0.000 0.000 186.750 65.700 1955.258 1925.520
-0.020 0.000 0.000 0.000 175.867 59.100 1758.692 1731.620
-0.040 0.000 0.000 0.000 157.117 82.100 1485.166 1492.760
-0.060 0.000 0.000 0.000 134.890 71.300 1185.372 1146.540
-0.060 0.020 0.000 0.000 112.337 56.000 1077.858 1049.820
-0.040 0.020 0.000 0.000 120.683 40.900 1309.790 1306.210
-0.020 0.020 0.000 0.000 153.867 45.500 1557.836 1585.240
0.000 0.020 0.000 0.000 134.233 84.400 1787.170 1806.490
0.020 0.020 0.000 0.000 120.390 44.800 1954.726 1922.980
0.040 0.020 0.000 0.000 144.630 64.900 2003.636 1974.660
0.060 0.020 0.000 0.000 185.023 43.900 2000.144 1987.150
0.060 0.040 0.000 0.000 150.227 75.300 1975.620 1996.460
0.040 0.040 0.000 0.000 139.560 56.700 1950.628 1925.400
0.020 0.040 0.000 0.000 133.693 76.100 1803.928 1835.280
0.000 0.040 0.000 0.000 107.273 41.800 1635.390 1664.340
-0.020 0.040 0.000 0.000 93.480 65.500 1335.812 1321.620
-0.040 0.040 0.000 0.000 95.903 45.300 1032.876 1011.380
-0.060 0.040 0.000 0.000 138.190 59.900 805.942 752.740
-0.060 0.060 0.000 0.000 134.820 50.700 716.796 680.990
-0.040 0.060 0.000 0.000 105.740 53.400 866.318 839.440
-0.020 0.060 0.000 0.000 108.663 67.500 1083.222 1074.330
0.000 0.060 0.000 0.000 99.340 68.900 1370.256 1342.270
0.020 0.060 0.000 0.000 119.047 43.800 1567.804 1580.450
0.040 0.060 0.000 0.000 102.177 42.100 1780.624 1791.920
0.060 0.060 0.000 0.000 135.560 83.900 1913.834 1880.210
