-0.090 -0.090 0.000 0.000 222.793 42.700 2147.046 2147.130 0.366 0.381
-0.060 -0.090 0.000 0.000 195.177 26.200 2493.210 2501.370 0.378 0.380
-0.030 -0.090 0.000 0.000 197.867 38.600 2599.532 2606.630 0.384 0.383
0.000 -0.090 0.000 0.000 242.920 24.700 2434.290 2322.680 0.378 0.380
0.030 -0.090 0.000 0.000 183.930 28.700 2076.192 1931.890 0.374 0.381
0.060 -0.090 0.000 0.000 201.917 37.800 1592.982 1430.670 0.361 0.374
0.090 -0.090 0.000 0.000 98.307 33.000 1145.636 1087.460 0.353 0.382
0.090 -0.060 0.000 0.000 189.153 48.400 1455.380 1237.060 0.383 0.382
0.060 -0.060 0.000 0.000 297.700 35.900 1824.596 1679.150 0.412 0.419
0.030 -0.060 0.000 0.000 471.057 46.200 2238.100 2110.960 0.432 0.379
0.000 -0.060 0.000 0.000 394.767 27.700 2552.476 2548.020 0.392 0.392
-0.030 -0.060 0.000 0.000 213.647 31.800 2645.446 2608.240 0.396 0.395
-0.060 -0.060 0.000 0.000 321.633 30.900 2422.020 2521.070 0.393 0.393
-0.090 -0.060 0.000 0.000 194.330 40.800 1953.168 1949.000 0.398 0.399
-0.090 -0.030 0.000 0.000 198.900 52.400 1882.080 1975.680 0.412 0.411
-0.060 -0.030 0.000 0.000 169.160 59.200 2264.842 2334.120 0.406 0.407
-0.030 -0.030 0.000 0.000 297.093 36.200 2559.040 2572.300 0.400 0.400
0.000 -0.030 0.000 0.000 425.780 39.500 2638.856 2614.100 0.410 0.409
0.030 -0.030 0.000 0.000 314.403 31.700 2478.276 2500.100 0.405 0.405
0.060 -0.030 0.000 0.000 310.953 38.900 2254.928 2084.260 0.396 0.392
0.090 -0.030 0.000 0.000 330.350 25.000 1860.922 1648.620 0.370 0.382
0.090 0.000 0.000 0.000 354.107 23.000 1895.408 1796.340 0.400 0.408
0.060 0.000 0.000 0.000 383.230 63.700 2205.664 2157.710 0.419 0.419
0.030 0.000 0.000 0.000 489.900 26.000 2474.158 2496.390 0.428 0.394
0.000 0.000 0.000 0.000 468.383 21.400 2558.322 2524.990 0.395 0.396
-0.030 0.000 0.000 0.000 304.383 29.400 2466.354 2457.980 0.393 0.393
-0.060 0.000 0.000 0.000 239.527 33.300 2143.842 2136.200 0.392 0.391
-0.090 0.000 0.000 0.000 204.713 41.400 1639.434 1631.080 0.395 0.395
-0.090 0.030 0.000 0.000 147.477 45.800 1518.230 1549.240 0.401 0.401
-0.060 0.030 0.000 0.000 173.523 61.600 1899.172 1911.090 0.398 0.400
-0.030 0.030 0.000 0.000 249.093 38.300 2229.720 2237.800 0.405 0.404
0.000 0.030 0.000 0.000 185.757 27.000 2366.966 2343.900 0.405 0.406
0.030 0.030 0.000 0.000 414.533 34.000 2424.284 2498.570 0.411 0.409
0.060 0.030 0.000 0.000 339.663 23.100 2332.196 2442.940 0.396 0.397
0.090 0.030 0.000 0.000 390.947 35.800 2134.042 2110.690 0.386 0.386
0.090 0.060 0.000 0.000 317.953 54.200 2011.300 2050.010 0.395 0.399
0.060 0.060 0.000 0.000 297.360 22.800 2213.898 2184.620 0.411 0.409
0.030 0.060 0.000 0.000 187.297 25.700 2228.154 2288.110 0.420 0.418
0.000 0.060 0.000 0.000 262.503 28.500 2196.686 2195.600 0.421 0.421
-0.030 0.060 0.000 0.000 166.173 39.200 2034.140 2041.530 0.419 0.418
-0.060 0.060 0.000 0.000 215.403 62.100 1654.618 1689.820 0.418 0.414
-0.090 0.060 0.000 0.000 168.153 62.700 1224.732 1221.210 0.411 0.412
-0.090 0.090 0.000 0.000 169.883 49.800 1100.192 1051.180 0.422 0.417
-0.060 0.090 0.000 0.000 201.260 56.600 1428.734 1439.480 0.428 0.416
-0.030 0.090 0.000 0.000 158.697 56.700 1697.740 1756.070 0.427 0.421
0.000 0.090 0.000 0.000 166.370 29.600 1949.966 1927.160 0.422 0.420
0.030 0.090 0.000 0.000 162.993 46.000 2021.392 2062.750 0.426 0.421
0.060 0.090 0.000 0.000 216.370 44.000 2003.710 2062.020 0.417 0.415
0.090 0.090 0.000 0.000 239.327 40.900 1939.078 1988.350 0.406 0.407
