-0.090 -0.090 0.000 0.000 70.593 25.000 1410.538 1423.570 0.359 0.360 0.312 36.960 1411.480
-0.060 -0.090 0.000 0.000 111.743 27.600 1906.520 1879.740 0.348 0.354 0.307 43.917 1938.358
-0.030 -0.090 0.000 0.000 93.207 27.000 2467.296 2404.170 0.343 0.349 0.313 55.420 2478.702
0.000 -0.090 0.000 0.000 107.940 24.600 2580.638 2542.080 0.334 0.348 0.314 45.760 2583.994
0.030 -0.090 0.000 0.000 170.727 40.500 2285.408 2240.350 0.330 0.351 0.319 105.597 2157.204
0.060 -0.090 0.000 0.000 78.107 37.600 1754.292 1667.340 0.321 0.346 0.314 98.640 1663.258
0.090 -0.090 0.000 0.000 54.567 42.000 1186.062 1099.980 0.314 0.352 0.322 127.533 1196.862
0.090 -0.060 0.000 0.000 120.893 48.500 1409.658 1297.980 0.327 0.346 0.314 73.857 1394.990
0.060 -0.060 0.000 0.000 116.033 36.900 1855.954 1734.740 0.335 0.347 0.307 150.080 1756.146
0.030 -0.060 0.000 0.000 121.250 61.100 2326.060 2222.710 0.341 0.349 0.312 64.173 2255.558
0.000 -0.060 0.000 0.000 170.290 46.200 2712.238 2615.130 0.343 0.349 0.309 130.813 2676.796
-0.030 -0.060 0.000 0.000 189.343 36.300 2715.938 2645.190 0.349 0.349 0.307 91.957 2682.178
-0.060 -0.060 0.000 0.000 135.080 26.900 2193.850 2131.300 0.355 0.356 0.317 44.493 2169.576
-0.090 -0.060 0.000 0.000 65.347 25.700 1543.662 1548.230 0.362 0.361 0.319 57.487 1551.024
-0.090 -0.030 0.000 0.000 103.187 23.300 1465.392 1439.210 0.370 0.371 0.327 115.487 1485.090
-0.060 -0.030 0.000 0.000 118.410 49.400 1986.942 1996.340 0.366 0.367 0.325 115.130 2064.984
-0.030 -0.030 0.000 0.000 216.300 29.400 2556.272 2642.020 0.358 0.356 0.319 111.620 2612.472
0.000 -0.030 0.000 0.000 208.317 24.100 2871.042 2898.490 0.359 0.360 0.315 118.003 2870.090
0.030 -0.030 0.000 0.000 287.090 27.000 2670.544 2564.250 0.358 0.357 0.311 141.830 2692.082
0.060 -0.030 0.000 0.000 247.500 27.000 2281.612 2203.500 0.353 0.353 0.317 201.143 2257.610
0.090 -0.030 0.000 0.000 209.893 42.600 1776.002 1674.280 0.346 0.355 0.314 160.003 1735.286
0.090 0.000 0.000 0.000 258.400 76.200 2040.862 1860.850 0.362 0.363 0.320 150.743 1934.894
0.060 0.000 0.000 0.000 288.793 66.100 2452.450 2320.570 0.365 0.368 0.325 194.910 2430.026
0.030 0.000 0.000 0.000 319.857 67.000 2797.752 2727.630 0.373 0.369 0.326 257.600 2798.994
0.000 0.000 0.000 0.000 184.717 22.200 2877.436 2867.580 0.367 0.369 0.325 125.703 2903.682
-0.030 0.000 0.000 0.000 153.340 46.600 2630.294 2632.860 0.371 0.370 0.329 128.813 2601.162
-0.060 0.000 0.000 0.000 173.513 25.900 1988.454 1945.520 0.375 0.369 0.330 121.590 1906.094
-0.090 0.000 0.000 0.000 107.570 31.900 1339.596 1310.280 0.382 0.371 0.326 74.327 1362.908
-0.090 0.030 0.000 0.000 108.283 33.700 1272.652 1255.920 0.385 0.368 0.321 119.603 1261.246
-0.060 0.030 0.000 0.000 144.820 26.600 1799.086 1850.140 0.382 0.365 0.320 112.767 1808.476
-0.030 0.030 0.000 0.000 228.357 33.200 2427.978 2380.070 0.382 0.371 0.319 180.553 2376.652
0.000 0.030 0.000 0.000 284.757 54.500 2773.654 2799.310 0.378 0.369 0.323 223.310 2794.066
0.030 0.030 0.000 0.000 262.383 35.400 2850.756 2855.710 0.382 0.368 0.326 288.043 2870.924
0.060 0.030 0.000 0.000 287.077 17.100 2663.024 2544.830 0.385 0.373 0.331 282.850 2645.058
0.090 0.030 0.000 0.000 262.173 24.300 2216.904 2159.490 0.377 0.374 0.332 228.810 2261.244
0.090 0.060 0.000 0.000 180.453 23.700 2347.206 2270.590 0.390 0.372 0.315 250.873 2350.586
0.060 0.060 0.000 0.000 241.857 79.800 2669.450 2647.780 0.393 0.374 0.321 246.107 2693.996
0.030 0.060 0.000 0.000 293.047 28.500 2815.646 2768.950 0.396 0.374 0.322 183.057 2811.088
0.000 0.060 0.000 0.000 196.050 48.200 2696.248 2690.130 0.394 0.369 0.320 177.500 2626.140
-0.030 0.060 0.000 0.000 134.137 37.800 2265.008 2304.550 0.392 0.366 0.323 187.957 2228.808
-0.060 0.060 0.000 0.000 124.127 52.900 1626.514 1575.140 0.393 0.370 0.323 136.703 1620.624
-0.090 0.060 0.000 0.000 140.460 31.800 1096.072 1035.360 0.394 0.371 0.320 137.900 1106.342
-0.090 0.090 0.000 0.000 151.080 28.200 975.844 964.470 0.397 0.367 0.313 123.727 939.422
-0.060 0.090 0.000 0.000 100.863 41.800 1366.248 1331.840 0.401 0.370 0.315 119.977 1363.374
-0.030 0.090 0.000 0.000 141.817 42.700 1933.960 1915.290 0.400 0.372 0.315 120.187 1892.218
0.000 0.090 0.000 0.000 109.157 37.500 2374.080 2391.160 0.403 0.371 0.316 169.703 2353.052
0.030 0.090 0.000 0.000 223.050 31.000 2616.430 2611.740 0.411 0.369 0.316 290.137 2631.162
0.060 0.090 0.000 0.000 190.643 67.700 2685.656 2721.560 0.408 0.371 0.315 234.087 2673.976
0.090 0.090 0.000 0.000 167.897 80.200 2493.808 2522.980 0.406 0.373 0.311 247.027 2549.484
