-0.050 -0.050 227.490
-0.040 -0.050 238.120
-0.030 -0.050 227.760
-0.020 -0.050 217.280
-0.010 -0.050 206.450
0.000 -0.050 184.290
0.010 -0.050 181.460
0.020 -0.050 169.090
0.030 -0.050 161.270
0.040 -0.050 148.430
0.050 -0.050 91.810
0.050 -0.040 92.750
0.040 -0.040 115.480
0.030 -0.040 119.900
0.020 -0.040 120.300
0.010 -0.040 111.990
0.000 -0.040 114.530
-0.010 -0.040 115.940
-0.020 -0.040 116.350
-0.030 -0.040 117.670
-0.040 -0.040 116.900
-0.050 -0.040 116.370
-0.050 -0.030 116.730
-0.040 -0.030 112.870
-0.030 -0.030 113.530
-0.020 -0.030 109.110
-0.010 -0.030 109.270
0.000 -0.030 112.450
0.010 -0.030 109.760
0.020 -0.030 109.420
0.030 -0.030 112.540
0.040 -0.030 108.470
0.050 -0.030 113.050
0.050 -0.020 114.330
0.040 -0.020 114.650
0.030 -0.020 123.160
0.020 -0.020 123.060
0.010 -0.020 122.190
0.000 -0.020 124.160
-0.010 -0.020 122.740
-0.020 -0.020 111.840
-0.030 -0.020 125.580
-0.040 -0.020 129.240
-0.050 -0.020 129.520
-0.050 -0.010 137.560
-0.040 -0.010 128.420
-0.030 -0.010 127.570
-0.020 -0.010 125.530
-0.010 -0.010 124.410
0.000 -0.010 119.990
0.010 -0.010 117.920
0.020 -0.010 120.390
0.030 -0.010 123.940
0.040 -0.010 118.750
0.050 -0.010 110.910
0.050 0.000 116.560
0.040 0.000 125.060
0.030 0.000 120.340
0.020 0.000 127.980
0.010 0.000 119.890
0.000 0.000 119.700
-0.010 0.000 124.320
-0.020 0.000 130.160
-0.030 0.000 129.690
-0.040 0.000 128.130
-0.050 0.000 132.350
-0.050 0.010 145.830
-0.040 0.010 141.300
-0.030 0.010 140.050
-0.020 0.010 135.030
-0.010 0.010 135.490
0.000 0.010 124.940
0.010 0.010 123.390
0.020 0.010 128.300
0.030 0.010 126.110
0.040 0.010 119.190
0.050 0.010 124.850
0.050 0.020 131.370
0.040 0.020 137.210
0.030 0.020 135.780
0.020 0.020 139.950
0.010 0.020 135.430
0.000 0.020 141.000
-0.010 0.020 135.920
-0.020 0.020 141.970
-0.030 0.020 135.120
-0.040 0.020 136.940
-0.050 0.020 153.380
-0.050 0.030 155.960
-0.040 0.030 154.410
-0.030 0.030 147.150
-0.020 0.030 151.100
-0.010 0.030 137.550
0.000 0.030 136.890
0.010 0.030 139.410
0.020 0.030 137.510
0.030 0.030 135.330
0.040 0.030 132.030
0.050 0.030 130.170
0.050 0.040 145.370
0.040 0.040 152.700
0.030 0.040 151.800
0.020 0.040 145.970
0.010 0.040 149.240
0.000 0.040 149.500
-0.010 0.040 143.190
-0.020 0.040 152.020
-0.030 0.040 154.560
-0.040 0.040 163.390
-0.050 0.040 170.190
-0.050 0.050 176.050
-0.040 0.050 165.310
-0.030 0.050 168.440
-0.020 0.050 161.800
-0.010 0.050 155.030
0.000 0.050 162.550
0.010 0.050 151.170
0.020 0.050 144.590
0.030 0.050 149.170
0.040 0.050 149.230
0.050 0.050 141.430
