-0.060 -0.060 0.000 0.000 55.920 34.800 2336.052 2161.890 0.066
-0.040 -0.060 0.000 0.000 42.833 23.000 2731.866 2704.810 0.065
-0.020 -0.060 0.000 0.000 51.443 26.100 3244.342 3163.330 0.062
0.000 -0.060 0.000 0.000 58.350 38.000 3462.172 3377.830 0.059
0.020 -0.060 0.000 0.000 88.893 28.600 3316.668 3301.850 0.055
0.040 -0.060 0.000 0.000 60.390 47.500 2991.650 2880.110 0.051
0.060 -0.060 0.000 0.000 67.417 32.700 2545.976 2430.890 0.048
0.060 -0.040 0.000 0.000 111.787 25.400 2856.208 2781.950 0.050
0.040 -0.040 0.000 0.000 89.327 50.500 3325.804 3223.080 0.055
0.020 -0.040 0.000 0.000 82.187 44.400 3541.002 3427.390 0.059
0.000 -0.040 0.000 0.000 51.790 29.600 3392.682 3357.600 0.062
-0.020 -0.040 0.000 0.000 70.610 23.200 2925.348 2871.210 0.067
-0.040 -0.040 0.000 0.000 57.433 24.700 2177.464 2158.410 0.069
-0.060 -0.040 0.000 0.000 63.273 18.900 1681.008 1642.390 0.072
-0.060 -0.020 0.000 0.000 64.347 27.000 1643.282 1543.640 0.074
-0.040 -0.020 0.000 0.000 85.710 28.800 1909.504 1841.870 0.073
-0.020 -0.020 0.000 0.000 64.957 27.200 2378.054 2310.870 0.071
0.000 -0.020 0.000 0.000 56.930 18.900 2857.334 2814.630 0.069
0.020 -0.020 0.000 0.000 74.647 35.500 3344.282 3304.190 0.068
0.040 -0.020 0.000 0.000 82.667 44.100 3678.562 3618.900 0.064
0.060 -0.020 0.000 0.000 122.777 35.800 3710.844 3599.290 0.060
0.060 0.000 0.000 0.000 120.230 28.700 3878.094 3758.160 0.063
0.040 0.000 0.000 0.000 108.343 46.300 3589.062 3562.890 0.069
0.020 0.000 0.000 0.000 81.037 46.000 2977.928 2940.310 0.070
0.000 0.000 0.000 0.000 67.213 51.200 2259.060 2149.000 0.074
-0.020 0.000 0.000 0.000 135.357 44.200 1741.022 1662.580 0.076
-0.040 0.000 0.000 0.000 98.027 32.600 1532.076 1418.000 0.076
-0.060 0.000 0.000 0.000 78.600 23.000 1568.634 1541.090 0.074
-0.060 0.020 0.000 0.000 89.517 49.100 1599.874 1511.170 0.076
-0.040 0.020 0.000 0.000 110.487 52.100 1536.644 1452.530 0.076
-0.020 0.020 0.000 0.000 76.563 22.200 1521.356 1492.350 0.078
0.000 0.020 0.000 0.000 79.903 28.600 1678.442 1610.180 0.076
0.020 0.020 0.000 0.000 82.137 21.600 1996.536 1945.300 0.076
0.040 0.020 0.000 0.000 89.967 22.400 2481.016 2395.670 0.075
0.060 0.020 0.000 0.000 107.657 36.500 3066.550 3049.390 0.073
0.060 0.040 0.000 0.000 122.453 35.300 2855.702 2822.130 0.075
0.040 0.040 0.000 0.000 117.080 36.600 2228.416 2211.160 0.078
0.020 0.040 0.000 0.000 116.217 31.000 1770.082 1691.720 0.078
0.000 0.040 0.000 0.000 113.897 35.200 1533.204 1439.600 0.078
-0.020 0.040 0.000 0.000 112.147 37.300 1511.134 1442.880 0.077
-0.040 0.040 0.000 0.000 88.280 32.100 1591.238 1530.850 0.074
-0.060 0.040 0.000 0.000 96.437 22.100 1408.932 1348.360 0.071
-0.060 0.060 0.000 0.000 105.503 34.300 1306.008 1291.630 0.072
-0.040 0.060 0.000 0.000 108.967 49.100 1499.478 1402.470 0.074
-0.020 0.060 0.000 0.000 89.613 50.000 1552.924 1537.420 0.077
0.000 0.060 0.000 0.000 87.620 39.900 1506.004 1448.040 0.077
0.020 0.060 0.000 0.000 91.840 32.800 1500.986 1437.360 0.079
0.040 0.060 0.000 0.000 125.630 24.000 1580.398 1530.670 0.080
0.060 0.060 0.000 0.000 121.990 52.000 1875.548 1801.080 0.080
