-0.050 -0.050 1614.160
-0.040 -0.050 1517.010
-0.030 -0.050 1457.410
-0.020 -0.050 1324.280
-0.010 -0.050 1223.310
0.000 -0.050 1056.180
0.010 -0.050 957.140
0.020 -0.050 856.770
0.030 -0.050 793.350
0.040 -0.050 696.640
0.050 -0.050 614.660
0.050 -0.040 631.850
0.040 -0.040 688.170
0.030 -0.040 744.920
0.020 -0.040 784.300
0.010 -0.040 841.300
0.000 -0.040 884.730
-0.010 -0.040 941.750
-0.020 -0.040 984.610
-0.030 -0.040 1077.530
-0.040 -0.040 1156.160
-0.050 -0.040 1175.980
-0.050 -0.030 1227.210
-0.040 -0.030 1154.860
-0.030 -0.030 1087.450
-0.020 -0.030 993.060
-0.010 -0.030 917.560
0.000 -0.030 803.080
0.010 -0.030 772.200
0.020 -0.030 701.960
0.030 -0.030 617.270
0.040 -0.030 568.110
0.050 -0.030 509.940
0.050 -0.020 556.110
0.040 -0.020 548.230
0.030 -0.020 616.480
0.020 -0.020 666.150
0.010 -0.020 709.140
0.000 -0.020 759.450
-0.010 -0.020 814.110
-0.020 -0.020 889.830
-0.030 -0.020 915.410
-0.040 -0.020 985.840
-0.050 -0.020 1114.440
-0.050 -0.010 1173.020
-0.040 -0.010 1041.710
-0.030 -0.010 996.130
-0.020 -0.010 906.350
-0.010 -0.010 831.410
0.000 -0.010 742.320
0.010 -0.010 686.630
0.020 -0.010 597.380
0.030 -0.010 546.100
0.040 -0.010 501.440
0.050 -0.010 469.700
0.050 0.000 487.770
0.040 0.000 539.550
0.030 0.000 561.310
0.020 0.000 580.510
0.010 0.000 667.400
0.000 0.000 703.030
-0.010 0.000 739.590
-0.020 0.000 821.540
-0.030 0.000 859.500
-0.040 0.000 948.310
-0.050 0.000 980.230
-0.050 0.010 1101.270
-0.040 0.010 1005.920
-0.030 0.010 933.000
-0.020 0.010 860.720
-0.010 0.010 776.810
0.000 0.010 713.810
0.010 0.010 657.630
0.020 0.010 596.460
0.030 0.010 553.150
0.040 0.010 510.180
0.050 0.010 460.390
0.050 0.020 474.390
0.040 0.020 523.130
0.030 0.020 543.910
0.020 0.020 574.990
0.010 0.020 660.350
0.000 0.020 705.010
-0.010 0.020 767.320
-0.020 0.020 821.910
-0.030 0.020 870.140
-0.040 0.020 936.490
-0.050 0.020 1019.270
-0.050 0.030 1104.300
-0.040 0.030 996.090
-0.030 0.030 929.990
-0.020 0.030 827.740
-0.010 0.030 767.380
0.000 0.030 720.310
0.010 0.030 621.660
0.020 0.030 590.780
0.030 0.030 550.550
0.040 0.030 482.370
0.050 0.030 439.110
0.050 0.040 470.500
0.040 0.040 490.690
0.030 0.040 548.320
0.020 0.040 592.700
0.010 0.040 646.610
0.000 0.040 691.060
-0.010 0.040 755.670
-0.020 0.040 811.470
-0.030 0.040 913.180
-0.040 0.040 967.040
-0.050 0.040 1067.350
-0.050 0.050 1123.190
-0.040 0.050 1000.530
-0.030 0.050 923.660
-0.020 0.050 826.610
-0.010 0.050 775.020
0.000 0.050 720.560
0.010 0.050 634.230
0.020 0.050 592.800
0.030 0.050 541.310
0.040 0.050 499.030
0.050 0.050 453.850
