-0.050 -0.050 243.580
-0.040 -0.050 246.390
-0.030 -0.050 254.470
-0.020 -0.050 250.360
-0.010 -0.050 244.410
0.000 -0.050 235.170
0.010 -0.050 228.290
0.020 -0.050 211.010
0.030 -0.050 191.350
0.040 -0.050 177.030
0.050 -0.050 175.870
0.050 -0.040 193.400
0.040 -0.040 191.300
0.030 -0.040 196.960
0.020 -0.040 202.110
0.010 -0.040 219.460
0.000 -0.040 224.610
-0.010 -0.040 238.570
-0.020 -0.040 250.000
-0.030 -0.040 245.150
-0.040 -0.040 251.790
-0.050 -0.040 242.210
-0.050 -0.030 247.800
-0.040 -0.030 244.730
-0.030 -0.030 258.080
-0.020 -0.030 253.770
-0.010 -0.030 253.980
0.000 -0.030 232.210
0.010 -0.030 225.270
0.020 -0.030 214.590
0.030 -0.030 197.460
0.040 -0.030 205.270
0.050 -0.030 155.780
0.050 -0.020 128.520
0.040 -0.020 128.030
0.030 -0.020 128.680
0.020 -0.020 128.670
0.010 -0.020 132.010
0.000 -0.020 134.890
-0.010 -0.020 134.760
-0.020 -0.020 133.900
-0.030 -0.020 146.460
-0.040 -0.020 146.930
-0.050 -0.020 152.180
-0.050 -0.010 159.630
-0.040 -0.010 157.160
-0.030 -0.010 150.610
-0.020 -0.010 144.910
-0.010 -0.010 141.200
0.000 -0.010 139.620
0.010 -0.010 131.620
0.020 -0.010 126.680
0.030 -0.010 132.060
0.040 -0.010 129.870
0.050 -0.010 123.060
0.050 0.000 129.700
0.040 0.000 135.390
0.030 0.000 134.250
0.020 0.000 138.260
0.010 0.000 137.300
0.000 0.000 142.960
-0.010 0.000 142.250
-0.020 0.000 155.360
-0.030 0.000 160.490
-0.040 0.000 164.510
-0.050 0.000 176.150
-0.050 0.010 186.450
-0.040 0.010 170.310
-0.030 0.010 170.990
-0.020 0.010 163.540
-0.010 0.010 159.190
0.000 0.010 159.090
0.010 0.010 147.680
0.020 0.010 140.470
0.030 0.010 137.060
0.040 0.010 134.040
0.050 0.010 136.000
0.050 0.020 143.400
0.040 0.020 156.810
0.030 0.020 154.730
0.020 0.020 148.810
0.010 0.020 155.360
0.000 0.020 154.200
-0.010 0.020 164.100
-0.020 0.020 171.140
-0.030 0.020 181.570
-0.040 0.020 179.190
-0.050 0.020 182.050
-0.050 0.030 190.830
-0.040 0.030 194.180
-0.030 0.030 188.760
-0.020 0.030 174.920
-0.010 0.030 166.950
0.000 0.030 160.550
0.010 0.030 161.670
0.020 0.030 163.810
0.030 0.030 150.700
0.040 0.030 145.120
0.050 0.030 143.910
0.050 0.040 154.420
0.040 0.040 158.320
0.030 0.040 162.560
0.020 0.040 174.190
0.010 0.040 174.690
0.000 0.040 174.890
-0.010 0.040 176.300
-0.020 0.040 193.760
-0.030 0.040 188.860
-0.040 0.040 198.030
-0.050 0.040 207.000
-0.050 0.050 214.500
-0.040 0.050 213.160
-0.030 0.050 202.300
-0.020 0.050 196.920
-0.010 0.050 186.160
0.000 0.050 182.160
0.010 0.050 182.730
0.020 0.050 172.070
0.030 0.050 163.380
0.040 0.050 167.060
0.050 0.050 168.420
