0.030 0.000 2499.060 2329.650 2316.250 2032.460 2078.170 2086.510 2020.830 1931.960 1821.270 1656.430 1602.780 1453.470
0.000 0.000 2983.960 2914.630 2837.950 2589.650 2657.110 2543.830 2566.750 2444.840 2298.460 2160.840 2085.320 1940.610
-0.030 0.000 3015.560 3023.900 3038.700 2868.950 2872.730 2809.080 2878.040 2785.400 2739.100 2718.300 2604.190 2497.750
-0.060 0.000 2506.990 2506.000 2548.330 2613.420 2539.570 2455.100 2517.030 2525.750 2584.210 2692.300 2659.770 2713.480
-0.090 0.000 1752.810 1817.440 1780.600 1881.080 1859.430 1756.740 1901.530 1884.540 1896.410 2091.560 2175.840 2286.130
-0.090 0.030 1684.990 1677.420 1737.380 1772.420 1753.470 1711.830 1771.160 1780.070 1771.640 1927.900 2104.950 2230.950
-0.060 0.030 2365.470 2373.920 2382.860 2514.900 2408.550 2289.850 2451.540 2408.830 2521.670 2607.470 2678.380 2758.300
-0.030 0.030 2977.960 3036.260 2969.360 2987.360 2952.760 2884.950 2890.400 2914.520 2905.260 2869.730 2848.220 2834.200
0.000 0.030 3251.600 3150.080 3116.910 2943.100 2968.720 2924.460 2869.210 2844.000 2716.480 2635.370 2543.150 2442.780
0.030 0.030 2928.400 2803.790 2813.690 2529.350 2502.070 2528.960 2453.850 2370.920 2214.840 2049.820 1999.440 1889.860
0.060 0.030 2292.720 2214.890 2183.410 2019.870 1926.570 1983.500 1868.280 1741.690 1698.510 1565.960 1484.170 1412.200
0.090 0.030 1700.300 1707.740 1646.960 1549.770 1460.850 1444.140 1390.180 1366.450 1319.440 1203.210 1161.300 1083.540
0.090 0.060 1993.020 1910.060 1862.240 1702.710 1677.830 1738.950 1612.980 1604.270 1532.920 1411.140 1332.530 1210.040
0.060 0.060 2533.770 2491.390 2453.300 2300.190 2267.970 2206.470 2139.400 2069.230 1986.210 1875.900 1737.360 1684.880
0.030 0.060 3056.000 3004.580 2975.710 2857.740 2839.590 2803.590 2677.410 2648.470 2529.410 2296.650 2263.400 2151.650
0.000 0.060 3287.380 3249.280 3279.400 3205.450 3219.230 3078.670 3107.060 3042.990 2975.320 2869.310 2823.090 2695.450
-0.030 0.060 3029.130 3026.180 3049.520 3055.620 3003.980 2898.500 2968.190 3033.430 3011.740 3070.720 3056.770 3010.310
-0.060 0.060 2252.600 2260.310 2367.250 2473.170 2341.750 2308.870 2418.690 2380.640 2543.770 2687.640 2777.860 2761.140
-0.090 0.060 1579.980 1598.350 1627.180 1660.230 1663.960 1577.340 1682.520 1705.630 1752.020 1968.380 2048.320 2171.560
-0.090 0.090 1442.820 1512.810 1475.100 1512.990 1509.820 1440.090 1530.250 1523.790 1675.970 1786.420 1887.110 2018.070
-0.060 0.090 2057.540 2054.680 2100.990 2208.340 2180.040 2050.600 2163.170 2182.080 2280.990 2518.720 2552.480 2710.710
-0.030 0.090 2692.690 2744.710 2785.570 2885.470 2779.060 2807.910 2806.220 2881.660 2952.790 3059.820 3105.960 3122.470
0.000 0.090 3252.790 3270.160 3317.240 3301.910 3162.340 3247.180 3176.920 3152.300 3167.460 3123.360 3171.650 3072.650
0.030 0.090 3276.250 3234.730 3278.280 3170.300 3100.640 3115.980 3026.730 3003.560 2941.250 2801.690 2727.160 2530.710
0.060 0.090 2947.040 2839.980 2882.840 2752.170 2694.930 2680.550 2633.260 2482.460 2411.120 2196.210 2129.510 2093.990
0.090 0.090 2405.370 2280.950 2275.660 2182.250 2164.940 2100.460 2015.610 1981.480 1903.340 1700.120 1651.900 1516.520
