-0.090 -0.090 1986.150 2188.030 2178.240 2143.730 2121.680 2007.490 2010.000 2030.970 2061.100 2080.840 2096.980 2070.730
-0.060 -0.090 2444.060 2460.670 2477.790 2355.220 2324.070 2266.160 2245.610 2159.420 2155.400 2068.270 2024.720 1960.990
-0.030 -0.090 2396.400 2374.780 2239.190 2094.050 2083.960 2064.370 1965.020 1899.650 1822.660 1694.580 1658.350 1540.630
0.000 -0.090 1926.760 1851.390 1836.680 1595.540 1574.350 1595.240 1498.350 1469.320 1317.970 1203.120 1162.790 1087.350
0.030 -0.090 1400.910 1392.830 1319.150 1213.190 1186.710 1161.490 1093.350 1072.520 1020.080 909.430 847.650 819.470
0.060 -0.090 1029.080 1012.460 995.370 908.310 836.180 863.490 823.610 756.240 776.540 708.380 657.510 665.300
0.090 -0.090 828.620 783.970 767.000 680.980 658.310 657.620 642.590 626.410 599.090 560.830 538.920 544.500
0.090 -0.060 1000.210 921.180 893.430 826.160 816.000 819.190 776.360 748.540 710.840 659.520 629.450 612.300
0.060 -0.060 1208.660 1187.110 1170.260 1065.100 1066.740 1038.750 1034.330 941.860 911.300 834.130 787.880 790.160
0.030 -0.060 1619.550 1612.210 1585.880 1382.670 1415.170 1303.890 1297.910 1250.720 1148.430 1059.090 1035.620 1006.780
0.000 -0.060 2152.260 2142.070 2054.890 1887.880 1902.950 1815.210 1767.020 1662.280 1624.050 1454.150 1407.450 1305.070
-0.030 -0.060 2677.910 2606.950 2553.020 2372.540 2360.340 2317.650 2330.990 2247.410 2074.640 1923.560 1873.490 1781.810
-0.060 -0.060 2658.490 2636.180 2527.920 2468.920 2441.760 2411.480 2366.940 2367.300 2361.880 2309.980 2270.920 2249.270
-0.090 -0.060 1924.030 1970.860 1982.730 2017.010 1961.530 1881.550 1920.230 1942.410 1994.870 2087.690 2202.330 2237.970
-0.090 -0.030 1807.510 1904.560 1933.910 1928.170 1869.850 1793.670 1911.630 1880.500 1961.930 2089.470 2201.550 2226.140
-0.060 -0.030 2500.610 2599.710 2539.530 2558.270 2474.600 2391.680 2494.310 2407.600 2479.350 2492.420 2539.880 2502.700
-0.030 -0.030 2934.730 2818.620 2818.830 2695.650 2737.260 2631.290 2656.000 2551.980 2492.040 2421.600 2293.080 2221.230
0.000 -0.030 2645.720 2611.350 2510.230 2356.500 2363.130 2302.060 2186.660 2110.150 2056.030 1818.970 1781.310 1710.770
0.030 -0.030 2037.260 1986.430 1970.640 1811.830 1783.440 1761.540 1689.790 1622.630 1522.260 1442.010 1291.260 1252.400
0.060 -0.030 1557.700 1556.840 1513.380 1353.380 1327.690 1315.750 1251.080 1195.390 1160.650 1047.180 997.250 958.530
0.090 -0.030 1201.550 1131.050 1122.840 1020.870 1028.770 985.840 974.790 922.950 871.900 795.180 752.930 747.320
0.090 0.000 1456.150 1303.840 1362.650 1213.410 1207.090 1203.700 1140.940 1072.250 1034.220 939.870 881.620 907.750
0.060 0.000 1901.140 1776.850 1779.860 1617.140 1639.050 1588.390 1561.410 1443.820 1371.100 1289.870 1206.990 1150.380
