-0.050 -0.050 240.060
-0.040 -0.050 245.600
-0.030 -0.050 240.240
-0.020 -0.050 228.750
-0.010 -0.050 228.670
0.000 -0.050 206.470
0.010 -0.050 194.450
0.020 -0.050 185.930
0.030 -0.050 167.230
0.040 -0.050 160.530
0.050 -0.050 117.900
0.050 -0.040 107.370
0.040 -0.040 119.550
0.030 -0.040 117.980
0.020 -0.040 116.390
0.010 -0.040 117.400
0.000 -0.040 126.990
-0.010 -0.040 121.940
-0.020 -0.040 117.130
-0.030 -0.040 120.460
-0.040 -0.040 126.180
-0.050 -0.040 128.130
-0.050 -0.030 128.800
-0.040 -0.030 133.320
-0.030 -0.030 129.830
-0.020 -0.030 122.080
-0.010 -0.030 125.010
0.000 -0.030 115.080
0.010 -0.030 107.670
0.020 -0.030 112.920
0.030 -0.030 111.830
0.040 -0.030 120.180
0.050 -0.030 119.900
0.050 -0.020 120.650
0.040 -0.020 122.450
0.030 -0.020 125.250
0.020 -0.020 131.710
0.010 -0.020 123.400
0.000 -0.020 132.100
-0.010 -0.020 126.840
-0.020 -0.020 131.410
-0.030 -0.020 129.270
-0.040 -0.020 132.740
-0.050 -0.020 132.360
-0.050 -0.010 148.910
-0.040 -0.010 133.680
-0.030 -0.010 135.850
-0.020 -0.010 134.250
-0.010 -0.010 137.800
0.000 -0.010 135.910
0.010 -0.010 132.720
0.020 -0.010 124.480
0.030 -0.010 117.180
0.040 -0.010 126.270
0.050 -0.010 121.540
0.050 0.000 122.790
0.040 0.000 135.460
0.030 0.000 134.950
0.020 0.000 129.300
0.010 0.000 130.470
0.000 0.000 137.190
-0.010 0.000 127.730
-0.020 0.000 143.300
-0.030 0.000 147.480
-0.040 0.000 150.180
-0.050 0.000 146.880
-0.050 0.010 173.340
-0.040 0.010 158.300
-0.030 0.010 146.670
-0.020 0.010 145.440
-0.010 0.010 143.920
0.000 0.010 143.830
0.010 0.010 140.550
0.020 0.010 127.100
0.030 0.010 135.220
0.040 0.010 127.540
0.050 0.010 126.460
0.050 0.020 133.420
0.040 0.020 151.000
0.030 0.020 140.110
0.020 0.020 143.340
0.010 0.020 148.330
0.000 0.020 152.840
-0.010 0.020 154.150
-0.020 0.020 145.750
-0.030 0.020 149.190
-0.040 0.020 156.030
-0.050 0.020 163.740
-0.050 0.030 173.070
-0.040 0.030 164.530
-0.030 0.030 165.010
-0.020 0.030 156.470
-0.010 0.030 154.340
0.000 0.030 141.650
0.010 0.030 151.790
0.020 0.030 140.810
0.030 0.030 146.010
0.040 0.030 144.160
0.050 0.030 139.380
0.050 0.040 139.290
0.040 0.040 157.150
0.030 0.040 157.520
0.020 0.040 150.010
0.010 0.040 153.650
0.000 0.040 156.460
-0.010 0.040 166.430
-0.020 0.040 171.430
-0.030 0.040 175.790
-0.040 0.040 188.790
-0.050 0.040 192.280
-0.050 0.050 211.030
-0.040 0.050 181.670
-0.030 0.050 182.530
-0.020 0.050 172.980
-0.010 0.050 169.350
0.000 0.050 160.110
0.010 0.050 154.150
0.020 0.050 152.690
0.030 0.050 156.120
0.040 0.050 162.580
0.050 0.050 166.370
